branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,asynchronous,1000,32,11.2081,10000,6025144,35724,210908,4113,51362,16837,1198279,215021,6077110,5845847,11298,320808,218,149
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,asynchronous,1000,32,11.1805,10000,6041726,35928,227490,4317,53695,17889,1267577,231801,6094434,5845827,11202,323835,245,148
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,asynchronous,1000,32,10.8189,10000,5978117,34916,163881,3305,42414,11668,935590,167186,6021471,5845847,11158,304202,215,147
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,asynchronous,1000,32,11.1505,10000,5998823,35428,184587,3817,48613,14828,1108811,188404,6053570,5845847,11456,314469,218,153
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,asynchronous,1000,32,10.9236,10000,5976550,35064,162314,3453,42171,13503,953051,165754,6026876,5845842,11270,304907,208,145
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,3,multiset,3,,synchronous,1000,32,13.2258,10000,5904121,35898,89885,4287,26826,7341,606596,94172,5951947,5845840,11102,271092,106,136
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,3,multiset,3,,synchronous,1000,32,12.5182,10000,5857916,33657,43680,2046,16963,3554,351800,45726,5899069,5845846,10823,257032,59,138
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,3,multiset,3,,synchronous,1000,32,13.9861,10000,5971876,39088,157640,7477,37909,14706,978030,165117,6030131,5845847,11741,291821,142,144
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,3,multiset,3,,synchronous,1000,32,12.6427,10000,5880576,35457,66340,3846,21408,6112,481608,70186,5930977,5845845,11460,263059,65,136
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,3,multiset,3,,synchronous,1000,32,12.9237,10000,5872365,34738,58129,3127,19204,5996,437332,61256,5923529,5845847,11469,260919,61,138
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,4,multiset,4,,synchronous,1000,32,11.944,10000,5935721,34709,121485,3098,32609,10370,751186,124583,5986490,5845847,11579,285635,147,137
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,4,multiset,4,,synchronous,1000,32,11.8082,10000,5893421,33755,79185,2144,25477,6785,559932,81329,5942496,5845841,11208,271560,97,136
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,4,multiset,4,,synchronous,1000,32,11.6651,10000,5887710,34217,73472,2606,25042,6271,530244,76046,5936904,5845856,11522,271451,91,140
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,4,multiset,4,,synchronous,1000,32,12.0276,10000,5950019,34804,135783,3193,34841,11855,821401,138976,6000736,5845847,11511,288896,139,133
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,4,multiset,4,,synchronous,1000,32,12.1786,10000,5917403,34284,103167,2673,30717,8886,686717,105840,5972784,5845823,11401,279781,112,141
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,synchronous,1000,32,10.8851,10000,5960948,35215,146712,3604,43192,10552,925636,150316,6011645,5845843,11188,303519,211,130
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,synchronous,1000,32,11.2726,10000,6010045,36012,195809,4401,48541,15091,1101873,200210,6063254,5845847,11355,315771,224,134
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,synchronous,1000,32,11.189,10000,6002641,35179,188405,3568,49015,13914,1099844,191973,6056900,5845847,11214,313229,217,134
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,synchronous,1000,32,10.9812,10000,5992490,35605,178254,3994,46179,14554,1046780,182248,6055276,5845844,11452,312018,203,136
SynGVT,pcs,mpirun-np2-hostolaf,honi./pcs_sim,500,6,multiset,6,,synchronous,1000,32,11.514,10000,6040159,35914,225924,4303,52119,16988,1210470,230213,6096367,5845798,11792,322748,195,131
