branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,3,multiset,3,,asynchronous,1000,32,36.4242,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1320
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,3,multiset,3,,asynchronous,1000,32,36.4937,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1650
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,3,multiset,3,,asynchronous,1000,32,36.3591,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1860
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,3,multiset,3,,asynchronous,1000,32,36.0995,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1694
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,asynchronous,1000,32,31.9088,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1434
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,asynchronous,1000,32,32.224,16384,2529144,55,5,0,7,0,130,5,2529201,2529194,16384,1,5,1497
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,asynchronous,1000,32,31.928,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1445
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,asynchronous,1000,32,32.0001,16384,2529143,55,4,0,7,0,126,4,2529201,2529194,16384,3,5,1490
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,asynchronous,1000,32,32.3022,16384,2529143,55,4,0,6,0,116,4,2529200,2529194,16384,0,5,1500
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.464,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1762
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.4569,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1827
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.2791,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1759
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.0691,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1791
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,62.1271,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1818
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.768,16384,4240860,114,9,0,14,0,278,9,4240980,4240965,16384,12,8,1617
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.353,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1644
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.6756,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,4,8,1721
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.8258,16384,4240858,114,7,0,13,0,256,7,4240978,4240965,16384,4,8,1584
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.1091,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,1,8,1716
