branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,171.838,16384,8520197,247,24,1,13,0,55,25,8520443,8520419,16384,17,0,228
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,170.785,16384,8520194,246,21,0,11,0,46,21,8520443,8520419,16384,21,0,451
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,171.18,16384,8520244,247,71,1,24,0,99,72,8520498,8520419,16384,31,0,292
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,172.523,16384,8520199,248,26,2,9,0,34,28,8520446,8520419,16384,13,0,325
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,146.222,16384,8520179,246,6,0,3,0,10,6,8520425,8520419,16384,9,0,250
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,147.175,16384,8520208,246,35,0,14,0,79,35,8520449,8520419,16384,36,0,230
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,146.104,16384,8520176,246,3,0,1,0,0,3,8520421,8520419,16384,8,0,190
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,146.092,16384,8520183,246,10,0,7,0,33,10,8520428,8520419,16384,24,0,184
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,146.069,16384,8520255,246,82,0,33,0,167,82,8520492,8520419,16386,50,0,169
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,79.0203,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,293
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,78.9712,16384,4240853,114,2,0,1,0,1,2,4240967,4240965,16384,4,0,983
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,78.5793,16384,4240853,114,2,0,1,0,6,2,4240967,4240965,16384,2,0,288
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,78.6217,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,2,0,273
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,78.4826,16384,4240852,114,1,0,1,0,6,1,4240966,4240965,16384,1,0,480
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,68.1008,16384,4240852,114,1,0,1,0,5,1,4240966,4240965,16384,2,0,219
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,68.0073,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,5,0,250
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,67.8576,16384,4240852,114,1,0,1,0,1,1,4240966,4240965,16384,1,0,291
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,68.2195,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,1,0,257
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,68.3302,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,2,0,235
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,92.5952,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,0,0,1803
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,93.0367,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,0,0,1794
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,92.6715,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,0,0,1860
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,92.8352,16384,6380454,172,1,0,1,0,14,1,6380626,6380625,16384,1,0,1835
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,93.3714,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,5,0,1791
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,80.4565,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,0,0,1778
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,80.614,16384,6380456,173,3,1,1,0,10,4,6380628,6380625,16384,3,0,1763
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,80.8744,16384,6380478,172,25,0,13,0,215,25,6380648,6380625,16384,18,2,1703
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,80.4523,16384,6380453,172,0,0,0,0,0,0,6380625,6380625,16384,2,0,1690
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,80.6035,16384,6380454,172,1,0,1,0,16,1,6380626,6380625,16384,1,0,1802
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,128.531,16384,8520176,246,3,0,3,0,54,3,8520422,8520419,16384,5,0,1882
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,128.037,16384,8520173,246,0,0,0,0,0,0,8520419,8520419,16384,2,0,1881
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,128.101,16384,8520180,246,7,0,5,0,128,7,8520426,8520419,16384,7,0,1846
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,128.266,16384,8520175,246,2,0,2,0,48,2,8520421,8520419,16384,6,0,1882
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,129.198,16384,8520188,247,15,1,7,0,125,16,8520437,8520419,16384,13,0,1865
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,111.464,16384,8520191,246,18,0,7,0,116,18,8520434,8520419,16384,21,0,1803
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,110.871,16384,8520178,247,5,1,4,0,77,6,8520424,8520419,16384,15,0,1814
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,111.642,16384,8520307,248,134,2,48,0,751,136,8520548,8520419,16385,65,0,1776
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,111.059,16384,8520236,249,63,3,25,0,394,66,8520488,8520419,16384,34,4,1786
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,111.734,16384,8520198,247,25,1,13,0,181,26,8520442,8520419,16384,34,0,776
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,59.2334,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,1707
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,59.9081,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,1832
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,59.6441,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,1732
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,59.8195,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,1769
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,59.3527,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,0,0,1741
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,52.1797,16384,4240858,114,7,0,4,0,51,7,4240971,4240965,16384,7,0,1570
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,52.0949,16384,4240851,114,0,0,0,0,0,0,4240965,4240965,16384,2,0,1640
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,52.5287,16384,4240852,114,1,0,1,0,13,1,4240966,4240965,16384,4,0,1546
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,52.3238,16384,4240855,114,4,0,3,0,43,4,4240969,4240965,16384,6,0,1611
master,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,52.1095,16384,4240853,114,2,0,2,0,19,2,4240967,4240965,16384,6,0,1502
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,10,126.497,16384,6380463,172,10,0,18,0,81,10,6380643,6380625,16384,3,13,379
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,10,126.731,16384,6380462,172,9,0,17,0,82,9,6380642,6380625,16384,1,13,453
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,10,126.291,16384,6380465,172,12,0,20,0,95,12,6380645,6380625,16384,6,13,269
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,10,126.734,16384,6380461,172,8,0,16,0,76,8,6380641,6380625,16384,1,13,840
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,10,126.428,16384,6380461,172,8,0,16,0,76,8,6380641,6380625,16384,0,13,206
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,10,108.409,16384,6380472,172,19,0,25,0,116,19,6380655,6380625,16385,19,13,202
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,10,108.678,16384,6380468,172,15,0,20,0,87,15,6380647,6380625,16384,8,13,203
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,10,108.002,16384,6380465,172,12,0,20,0,97,12,6380645,6380625,16384,13,13,215
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,10,108.165,16384,6380467,172,14,0,20,0,98,14,6380648,6380625,16385,8,13,198
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,10,108.251,16384,6380467,172,14,0,20,0,84,14,6380647,6380625,16384,8,13,168
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,176.196,16384,8520254,247,81,1,45,0,193,82,8520514,8520419,16385,28,17,250
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,175.658,16384,8520397,248,224,2,76,0,338,226,8520659,8520419,16387,61,17,297
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,174.981,16384,8520192,246,19,0,23,0,97,19,8520444,8520419,16384,6,17,216
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,176.556,16384,8520201,247,28,1,28,0,115,29,8520457,8520419,16384,9,17,354
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,10,176.453,16384,8520350,247,177,1,66,2,274,178,8520611,8520419,16386,58,17,246
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,150.138,16384,8520206,247,33,1,33,0,137,34,8520462,8520419,16384,20,17,180
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,149.308,16384,8520222,246,49,0,35,0,166,49,8520473,8520419,16384,26,17,235
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,149.248,16384,8520191,246,18,0,24,0,95,18,8520444,8520419,16384,12,17,180
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,150.182,16384,8520221,246,48,0,34,0,142,48,8520473,8520419,16384,19,19,263
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,10,148.984,16384,8520197,246,24,0,28,0,121,24,8520449,8520419,16384,11,17,138
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,80.6694,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,1,8,485
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,80.2432,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,0,8,295
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,80.3223,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,0,8,556
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,81.1154,16384,4240858,114,7,0,13,0,66,7,4240978,4240965,16384,3,8,262
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,10,80.0817,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,0,8,284
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,69.4656,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,2,8,273
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,69.2623,16384,4240858,114,7,0,13,0,60,7,4240978,4240965,16384,3,8,258
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,70.2006,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,1,8,259
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,69.4726,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,1,8,275
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,10,69.3593,16384,4240857,114,6,0,12,0,59,6,4240977,4240965,16384,0,8,256
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,96.0032,16384,6380461,172,8,0,16,0,276,8,6380641,6380625,16384,0,13,1867
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,96.4434,16384,6380461,172,8,0,16,0,276,8,6380641,6380625,16384,0,13,1849
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,96.0357,16384,6380461,172,8,0,16,0,276,8,6380641,6380625,16384,0,13,1851
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,96.2124,16384,6380461,172,8,0,16,0,276,8,6380641,6380625,16384,0,13,1864
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,3,multiset,3,,asynchronous,1000,32,96.7262,16384,6380464,172,11,0,19,0,301,11,6380644,6380625,16384,4,13,1855
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,83.3517,16384,6380474,172,21,0,24,0,493,21,6380653,6380625,16384,18,13,1754
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,82.905,16384,6380465,172,12,0,18,0,301,12,6380645,6380625,16384,6,13,1745
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,83.0272,16384,6380466,172,13,0,19,0,343,13,6380646,6380625,16384,7,13,1749
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,83.1671,16384,6380462,172,9,0,17,0,292,9,6380642,6380625,16384,2,13,1778
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,15000,6,multiset,6,,asynchronous,1000,32,82.7447,16384,6380461,172,8,0,16,0,276,8,6380641,6380625,16384,1,13,1757
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,133.158,16384,8520189,246,16,0,22,0,388,16,8520442,8520419,16384,3,17,1882
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,133.593,16384,8520187,246,14,0,21,0,358,14,8520440,8520419,16384,0,17,1915
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,133.669,16384,8520189,246,16,0,23,0,376,16,8520443,8520419,16384,2,17,1901
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,132.524,16384,8520189,247,16,1,22,0,387,17,8520442,8520419,16384,4,17,1876
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,3,multiset,3,,asynchronous,1000,32,134.091,16384,8520187,246,14,0,21,0,358,14,8520440,8520419,16384,2,17,1857
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,115.011,16384,8520198,247,25,1,27,0,502,26,8520453,8520419,16384,21,17,1841
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,115.095,16384,8520193,246,20,0,26,0,431,20,8520445,8520419,16384,20,17,1711
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,114.799,16384,8520187,246,14,0,21,0,358,14,8520440,8520419,16384,5,17,1850
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,114.17,16384,8520202,246,29,0,28,0,449,29,8520455,8520419,16384,16,17,1845
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,20000,6,multiset,6,,asynchronous,1000,32,114.943,16384,8520243,247,70,1,45,0,828,71,8520499,8520419,16384,40,17,1782
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.9228,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1718
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.9702,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1867
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.5695,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,2,8,1774
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.4138,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1802
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,3,multiset,3,,asynchronous,1000,32,61.8526,16384,4240857,114,6,0,12,0,231,6,4240977,4240965,16384,0,8,1857
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.4398,16384,4240861,115,10,1,15,0,274,11,4240981,4240965,16384,11,8,1686
HashingPOC,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_10k_ba.dat,10000,6,multiset,6,,asynchronous,1000,32,53.616,16384,4240869,114,18,0,18,0,371,18,4240987,4240965,16384,9,8,1611
