branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,3,multiset,3,,synchronous,1000,32,35.3731,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1687
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,4,multiset,4,,synchronous,1000,32,33.6803,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,1,0,1503
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,4,multiset,4,,synchronous,1000,32,33.4987,16384,2529142,56,3,1,1,0,14,4,2529198,2529194,16384,2,0,1447
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,4,multiset,4,,synchronous,1000,32,33.4048,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1679
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,4,multiset,4,,synchronous,1000,32,33.4225,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1674
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,4,multiset,4,,synchronous,1000,32,33.453,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,1,0,1516
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,synchronous,1000,32,31.646,16384,2529145,56,6,1,3,0,30,7,2529201,2529194,16384,4,0,1357
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,synchronous,1000,32,31.7917,16384,2529143,56,4,1,1,0,14,5,2529199,2529194,16384,1,0,1416
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,synchronous,1000,32,31.6832,16384,2529141,55,2,0,1,0,10,2,2529197,2529194,16384,4,0,1485
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,synchronous,1000,32,31.6833,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1616
SynGVT,epidemic,mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat,6000,6,multiset,6,,synchronous,1000,32,31.4405,16384,2529141,55,2,0,1,0,14,2,2529196,2529194,16384,2,0,1359
